sh	depth	sourceId	sourceTerm	typeTerm	relationshipGroup	destinationTerm	pattern
PR	7	472824009	Fetal echocardiography screening (procedure)	Has focus (attribute)	0	Heart disease (disorder)	['116680003-PR', '260686004-QV', '363702006-CF', '363703001-QV', '405813007-BS']
PR	7	472824009	Fetal echocardiography screening (procedure)	Has intent (attribute)	0	Screening - procedure intent (qualifier value)	['116680003-PR', '260686004-QV', '363702006-CF', '363703001-QV', '405813007-BS']
PR	7	472824009	Fetal echocardiography screening (procedure)	Is a (attribute)	0	Heart disease screening (procedure)	['116680003-PR', '260686004-QV', '363702006-CF', '363703001-QV', '405813007-BS']
PR	7	472824009	Fetal echocardiography screening (procedure)	Is a (attribute)	0	Fetal echocardiography (procedure)	['116680003-PR', '260686004-QV', '363702006-CF', '363703001-QV', '405813007-BS']
PR	7	472824009	Fetal echocardiography screening (procedure)	Method (attribute)	1	Ultrasound imaging - action (qualifier value)	['116680003-PR', '260686004-QV', '363702006-CF', '363703001-QV', '405813007-BS']
PR	7	472824009	Fetal echocardiography screening (procedure)	Procedure site - Direct (attribute)	1	Heart structure (body structure)	['116680003-PR', '260686004-QV', '363702006-CF', '363703001-QV', '405813007-BS']
PR	7	473237008	Stereotactic radiosurgery for acoustic neuroma (procedure)	Has focus (attribute)	0	Acoustic neuroma (disorder)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS', '424244007-PF']
PR	7	473237008	Stereotactic radiosurgery for acoustic neuroma (procedure)	Is a (attribute)	0	Stereotactic radiosurgery (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS', '424244007-PF']
PR	7	473237008	Stereotactic radiosurgery for acoustic neuroma (procedure)	Direct morphology (attribute)	1	Neurilemoma (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS', '424244007-PF']
PR	7	473237008	Stereotactic radiosurgery for acoustic neuroma (procedure)	Method (attribute)	1	Destruction - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS', '424244007-PF']
PR	7	473237008	Stereotactic radiosurgery for acoustic neuroma (procedure)	Procedure site - Direct (attribute)	1	Structure of special senses organ system (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS', '424244007-PF']
PR	7	473237008	Stereotactic radiosurgery for acoustic neuroma (procedure)	Using energy (attribute)	1	Ionizing radiation (physical force)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS', '424244007-PF']
PR	7	609198002	Endoscopic thermocoagulation of duodenum for control of hemorrhage (procedure)	Has focus (attribute)	0	Duodenal hemorrhage (disorder)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '424226004-PO', '425391005-PO']
PR	7	609198002	Endoscopic thermocoagulation of duodenum for control of hemorrhage (procedure)	Is a (attribute)	0	Destructive procedure of small intestine (procedure)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '424226004-PO', '425391005-PO']
PR	7	609198002	Endoscopic thermocoagulation of duodenum for control of hemorrhage (procedure)	Method (attribute)	1	Thermocoagulation (qualifier value)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '424226004-PO', '425391005-PO']
PR	7	609198002	Endoscopic thermocoagulation of duodenum for control of hemorrhage (procedure)	Procedure site - Direct (attribute)	1	Duodenal structure (body structure)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '424226004-PO', '425391005-PO']
PR	7	609198002	Endoscopic thermocoagulation of duodenum for control of hemorrhage (procedure)	Using access device (attribute)	1	Endoscope, device (physical object)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '424226004-PO', '425391005-PO']
PR	7	609198002	Endoscopic thermocoagulation of duodenum for control of hemorrhage (procedure)	Using device (attribute)	1	Thermal probe (physical object)	['116680003-PR', '260686004-QV', '363702006-CF', '405813007-BS', '424226004-PO', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Has focus (attribute)	0	Occlusion of ureter (disorder)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Is a (attribute)	0	Fluoroscopy of ureter and insertion of stent (procedure)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Direct device (attribute)	1	Ureteric stent (physical object)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Method (attribute)	1	Insertion - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Procedure site - Indirect (attribute)	1	Ureteric structure (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Using access device (attribute)	1	Ureteroscope (physical object)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Has intent (attribute)	2	Guidance intent (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Method (attribute)	2	Fluoroscopic imaging - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Procedure site - Direct (attribute)	2	Ureteric structure (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Method (attribute)	3	Dilation - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	699239003	Combined synchronous percutaneous antegrade fluoroscopic and retrograde ureteroscopic bypass of ureteric occlusion and insertion of ureteric stent (procedure)	Procedure site - Direct (attribute)	3	Ureteric structure (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363702006-CF', '363703001-QV', '405813007-BS', '405814001-BS', '425391005-PO']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Is a (attribute)	0	Repair of abdominal aortic aneurysm with insertion of endovascular stent graft (procedure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Direct device (attribute)	1	Stent, device (physical object)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Indirect morphology (attribute)	1	Aneurysm (morphologic abnormality)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Method (attribute)	1	Insertion - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Procedure site - Indirect (attribute)	1	Structure of aortic bifurcation (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Direct morphology (attribute)	2	Aneurysm (morphologic abnormality)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Method (attribute)	2	Repair - action (qualifier value)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	705015009	Repair of aneurysm of bifurcation of aorta with insertion of endovascular stent graft (procedure)	Procedure site - Indirect (attribute)	2	Structure of aortic bifurcation (body structure)	['116680003-PR', '260686004-QV', '363699004-PO', '363700003-BS', '363709002-BS', '405814001-BS']
PR	7	74023000	Teleradiotherapy of 1 to 25 mega electronvolt protons (procedure)	Is a (attribute)	0	Teleradiotherapy protons (procedure)	['116680003-PR', '363701004-SU', '424244007-PF']
PR	7	74023000	Teleradiotherapy of 1 to 25 mega electronvolt protons (procedure)	Direct substance (attribute)	1	Proton (substance)	['116680003-PR', '363701004-SU', '424244007-PF']
PR	7	74023000	Teleradiotherapy of 1 to 25 mega electronvolt protons (procedure)	Using energy (attribute)	1	Proton beam (physical force)	['116680003-PR', '363701004-SU', '424244007-PF']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Is a (attribute)	0	Revision (procedure)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Is a (attribute)	0	Ossiculectomy of middle ear (procedure)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Method (attribute)	1	Excision - action (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Procedure site - Direct (attribute)	1	Ear ossicle structure (body structure)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Method (attribute)	2	Surgical action (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Procedure site (attribute)	2	Tympanic membrane structure (body structure)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	7	79518006	Ossiculectomy with tympanoplasty revision (procedure)	Revision status (attribute)	2	Revision - value (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '363704007-BS', '405813007-BS']
PR	8	175455002	Percutaneous angioplasty of brachial artery (procedure)	Is a (attribute)	0	Angioplasty of brachial artery (procedure)	['116680003-PR', '260686004-QV', '405814001-BS', '424226004-PO', '424876005-QV']
PR	8	175455002	Percutaneous angioplasty of brachial artery (procedure)	Is a (attribute)	0	Percutaneous transluminal angioplasty of peripheral artery (procedure)	['116680003-PR', '260686004-QV', '405814001-BS', '424226004-PO', '424876005-QV']
PR	8	175455002	Percutaneous angioplasty of brachial artery (procedure)	Method (attribute)	1	Dilation repair - action (qualifier value)	['116680003-PR', '260686004-QV', '405814001-BS', '424226004-PO', '424876005-QV']
PR	8	175455002	Percutaneous angioplasty of brachial artery (procedure)	Procedure site - Indirect (attribute)	1	Structure of brachial artery (body structure)	['116680003-PR', '260686004-QV', '405814001-BS', '424226004-PO', '424876005-QV']
PR	8	175455002	Percutaneous angioplasty of brachial artery (procedure)	Surgical approach (attribute)	1	Transarterial approach (qualifier value)	['116680003-PR', '260686004-QV', '405814001-BS', '424226004-PO', '424876005-QV']
PR	8	175455002	Percutaneous angioplasty of brachial artery (procedure)	Using device (attribute)	1	Angioplasty catheter (physical object)	['116680003-PR', '260686004-QV', '405814001-BS', '424226004-PO', '424876005-QV']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Has focus (attribute)	0	Reconstruction procedure (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Is a (attribute)	0	Creation of conduit between right ventricle and pulmonary artery (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Is a (attribute)	0	Creation of conduit between left ventricle and aorta (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Is a (attribute)	0	Correction of transposition of great vessels (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Is a (attribute)	0	Correction of ventricular septal defect (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Direct morphology (attribute)	1	Congenital vascular anomaly (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Method (attribute)	1	Bypass - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Procedure site - Direct (attribute)	1	Pulmonary artery structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Using device (attribute)	1	Valved cardiac conduit (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Direct morphology (attribute)	2	Congenital vascular anomaly (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Method (attribute)	2	Bypass - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Procedure site - Direct (attribute)	2	Right ventricular structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Using device (attribute)	2	Surgical patch (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Direct morphology (attribute)	3	Congenital vascular anomaly (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Method (attribute)	3	Grafting - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Procedure site - Direct (attribute)	3	Aortic structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Using device (attribute)	3	Surgical patch (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Direct morphology (attribute)	4	Congenital vascular anomaly (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Method (attribute)	4	Grafting - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Procedure site - Direct (attribute)	4	Left ventricular structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	18932005	Rastelli operation in repair of transposition of great vessels (procedure)	Using device (attribute)	4	Surgical patch (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424226004-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Is a (attribute)	0	Construction of a cardiac conduit (procedure)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Method (attribute)	1	Conduit anastomosis (qualifier value)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Procedure device (attribute)	1	Cardiac conduit (physical object)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Procedure site - Direct (attribute)	1	Structure of trunk of pulmonary artery (body structure)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Method (attribute)	2	Conduit anastomosis (qualifier value)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Procedure device (attribute)	2	Cardiac conduit (physical object)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	233071001	Construction of conduit - right ventricle to pulmonary trunk (procedure)	Procedure site - Direct (attribute)	2	Right ventricular structure (body structure)	['116680003-PR', '260686004-QV', '405813007-BS', '405815000-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Is a (attribute)	0	Fluoroscopy with contrast injection (procedure)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Is a (attribute)	0	Endoscopic insertion of drain into biliary tract using fluoroscopic guidance (procedure)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Direct device (attribute)	1	Drain, device (physical object)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Method (attribute)	1	Insertion - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Procedure site - Indirect (attribute)	1	Biliary tract structure (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Using access device (attribute)	1	Endoscope, device (physical object)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Access (attribute)	2	Percutaneous approach - access (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Has intent (attribute)	2	Guidance intent (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Method (attribute)	2	Fluoroscopic imaging - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Procedure site - Direct (attribute)	2	Biliary tract structure (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	433241004	Percutaneous endoscopic cholangiography with insertion of biliary drain using fluoroscopic guidance (procedure)	Using substance (attribute)	2	Contrast media (substance)	['116680003-PR', '260507000-QV', '260686004-QV', '363699004-PO', '363703001-QV', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Is a (attribute)	0	Endarterectomy of subclavian artery (procedure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Is a (attribute)	0	Thromboendarterectomy (procedure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Access (attribute)	1	Open approach - access (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Direct morphology (attribute)	1	Thrombus (morphologic abnormality)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Method (attribute)	1	Excision - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Procedure site - Indirect (attribute)	1	Structure of subclavian artery (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Surgical approach (attribute)	1	Transcervical approach - neck (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Access (attribute)	2	Open approach - access (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Direct morphology (attribute)	2	Atheroma (morphologic abnormality)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Method (attribute)	2	Excision - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Procedure site - Indirect (attribute)	2	Structure of subclavian artery (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	8	69489008	Thromboendarterectomy with graft of subclavian artery by neck incision (procedure)	Surgical approach (attribute)	2	Transcervical approach - neck (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405814001-BS', '424876005-QV']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Is a (attribute)	0	Endoscopic incision of sphincter of Oddi (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Is a (attribute)	0	Imaging (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Direct morphology (attribute)	1	Calculus (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Method (attribute)	1	Removal - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Procedure site - Indirect (attribute)	1	Sphincter of Oddi structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Using access device (attribute)	1	Endoscope, device (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Method (attribute)	2	Radiographic imaging - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Procedure site - Direct (attribute)	2	Pancreatic duct structure (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Using access device (attribute)	2	Endoscope, device (physical object)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
PR	9	235583009	Endoscopic retrograde cholangiopancreatography sphincterotomy sphincter of Oddi and calculus removal (procedure)	Using substance (attribute)	2	Contrast media (substance)	['116680003-PR', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU', '425391005-PO']
